SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 13, 'Partido dos Trabalhadores')","('QT_VOTOS', 45, 'Partido da Social Democracia Brasileira')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
MA,8338,MIRADOR,7978,1331,4911,14635,57,9724,358
MA,8346,SÃO JOÃO DO SOTER,7139,544,3157,11196,58,8039,298
MA,8354,MIRINZAL,5764,948,3916,10845,66,6929,151
MA,8362,SÃO JOSÉ DOS BASÍLIOS,4063,406,2229,6822,26,4593,98
MA,8370,MONÇÃO,11581,1371,6461,19866,88,13405,365
MA,8389,SÃO PEDRO DA ÁGUA BRANCA,4077,1144,3092,8443,30,5351,100
MA,8397,MONTES ALTOS,3755,1445,1985,7356,47,5371,124
MA,8400,SÃO PEDRO DOS CRENTES,1251,1256,1032,3639,32,2607,68
MA,8419,MORROS,7630,992,4405,13400,75,8995,298
MA,8427,SÃO RAIMUNDO DO DOCA BEZERRA,2690,461,1594,4852,14,3258,93
MA,8435,NINA RODRIGUES,4675,751,3069,8716,40,5647,181
MA,8443,SÃO ROBERTO,2439,393,1246,4184,34,2938,72
MA,8451,NOVA IORQUE,2005,364,741,3196,11,2455,75
MA,8460,SATUBINHA,3149,486,1574,5333,27,3759,97
MA,8478,OLHO D'ÁGUA DAS CUNHÃS,8107,1081,4503,14068,62,9565,315
MA,8486,SENADOR ALEXANDRE COSTA,3913,847,2039,6940,30,4901,111
MA,8494,PAÇO DO LUMIAR,33853,9171,7946,52914,770,44968,1174
MA,8508,SENADOR LA ROCQUE,7653,1686,3854,13542,96,9688,253
MA,8516,PALMEIRÂNDIA,8801,817,5855,15840,81,9985,286
MA,8524,SERRANO DO MARANHÃO,4514,301,2596,7639,37,5043,191
MA,8532,PARAIBANO,7575,1491,5485,14998,86,9513,361
MA,8540,SUCUPIRA DO RIACHÃO,2367,424,1317,4229,21,2912,100
MA,8559,PARNARAMA,13732,1828,8982,25198,113,16216,543
MA,8567,TRIZIDELA DO VALE,7760,2555,3176,13830,107,10654,232
MA,8575,PASSAGEM FRANCA,6961,1670,3525,12576,79,9051,341
MA,8583,TUFILÂNDIA,3544,313,2216,6233,41,4017,119
MA,8591,PASTOS BONS,6975,1643,2274,11208,54,8934,262
MA,8605,TURILÂNDIA,6936,1102,5395,13701,51,8306,217
MA,8613,PEDREIRAS,15098,5191,9012,29962,225,20950,436
MA,8621,VILA NOVA DOS MARTÍRIOS,3320,1207,2049,6716,48,4667,92
MA,8630,PENALVA,13480,1157,10059,25267,107,15208,464
MA,8656,PERI MIRIM,5553,840,4286,10843,51,6557,113
MA,8672,PINDARÉ-MIRIM,13988,2049,6876,23526,158,16650,455
MA,8699,PINHEIRO,27404,8832,17527,54973,349,37446,861
MA,8710,PIO XII,11192,1659,5772,19137,81,13365,433
MA,8737,PIRAPEMAS,6711,704,4473,12231,65,7758,278
MA,8753,POÇÃO DE PEDRAS,8482,1906,5050,15782,87,10732,257
MA,8770,PORTO FRANCO,6958,4857,4530,16614,71,12084,198
MA,8796,PRESIDENTE DUTRA,16509,5032,9091,31241,205,22150,404
MA,8818,PRESIDENTE JUSCELINO,5152,395,3032,8732,32,5700,121
MA,8834,PRESIDENTE VARGAS,5414,595,3000,9243,49,6243,185
MA,8850,PRIMEIRA CRUZ,4812,598,3932,9497,30,5565,125
MA,8877,RIACHÃO,7723,1989,4219,14335,85,10116,319
MA,8893,SÃO JOSÉ DE RIBAMAR,55483,12764,9963,80927,1100,70964,1617
MA,8915,ROSÁRIO,17629,2499,8172,29053,248,20881,505
MA,8931,SAMBAÍBA,2488,769,1551,4909,24,3358,77
MA,8958,SANTA HELENA,10994,2836,8952,23237,153,14285,302
MA,8974,SANTA LUZIA,25344,4748,15457,46601,230,31144,822
MA,8990,SANTA QUITÉRIA DO MARANHÃO,11695,1699,6134,19940,71,13806,341
MA,9016,SANTA RITA,13079,2426,5765,21864,174,16099,420
MA,9032,SANTO ANTÔNIO DOS LOPES,6448,1894,3086,11729,84,8643,217
MA,9059,SÃO BENEDITO DO RIO PRETO,8233,852,3582,12972,59,9390,246
MA,9075,SÃO BENTO,13630,2172,10994,27390,168,16396,426
MA,9091,SÃO BERNARDO,10607,2497,6251,20014,164,13763,495
MA,9113,SÃO DOMINGOS DO MARANHÃO,13059,4814,8056,26607,171,18551,507
MA,9130,SÃO FÉLIX DE BALSAS,2126,319,1290,3832,12,2542,85
MA,9156,SÃO FRANCISCO DO MARANHÃO,5436,755,2621,9107,59,6486,236
MA,9172,SÃO JOÃO BATISTA,10180,895,5734,17137,75,11403,253
MA,9199,SÃO JOÃO DOS PATOS,9447,3154,6222,19283,137,13061,323
MA,9210,SÃO LUÍS,362296,152503,79153,620088,9400,540935,16736
MA,9237,SÃO MATEUS DO MARANHÃO,14541,3107,10740,29195,181,18455,626
MA,9253,SÃO RAIMUNDO DAS MANGABEIRAS,6640,2674,3980,13651,91,9671,266
MA,9270,SÃO VICENTE FERRER,8078,928,4938,14308,96,9370,268
MA,9296,SÍTIO NOVO,6699,2574,3440,12980,63,9540,204
MA,9318,SUCUPIRA DO NORTE,4892,766,2469,8362,41,5893,194
MA,9334,TASSO FRAGOSO,2813,1453,1662,6072,32,4410,112
MA,9350,TIMBIRAS,10514,1207,2672,14950,107,12278,450
MA,9377,TIMON,66470,14431,23558,107652,740,84094,2453
MA,9393,TUNTUM,13398,4517,9242,27951,210,18709,584
MA,9415,TURIAÇU,13226,2397,9404,25462,80,16058,355
MA,9431,TUTÓIA,17581,5806,12961,37265,310,24304,607
MA,9458,URBANO SANTOS,12110,1327,4368,18287,104,13919,378
MA,9474,VARGEM GRANDE,15974,3131,9672,29719,184,20047,758
MA,9490,VIANA,19522,3830,11618,35780,247,24162,563
MA,9512,VITÓRIA DO MEARIM,12568,2675,8989,24937,201,15948,504
MA,9539,VITORINO FREIRE,12149,3330,7385,23504,157,16119,483
MA,9555,BOM JARDIM,13754,2749,9167,26379,168,17212,541
MA,9571,SANTA INÊS,31103,9087,15807,57399,474,41592,928
MA,9598,PAULO RAMOS,8281,1647,4752,15069,89,10317,300
MA,9610,AÇAILÂNDIA,35386,18768,18941,74729,699,55788,935
MA,9636,ESTREITO,9797,5190,6119,21588,126,15469,356
MA,9652,SANTA LUZIA DO PARUÁ,9324,1716,4422,15868,134,11446,272
MA,9679,ARAME,9518,3688,6784,20385,61,13601,334
MA,9695,MIRANDA DO NORTE,7609,1524,4640,14143,113,9503,257
MA,9717,ZÉ DOCA,17641,3175,11010,32463,166,21453,471
MG,40002,ALFREDO VASCONCELOS,2931,1290,693,5112,43,4419,155
MG,40010,ABADIA DOS DOURADOS,2790,1689,952,5634,45,4682,158
MG,40029,ARAPORÃ,2017,2156,595,4942,45,4347,129
MG,40037,ABAETÉ,5288,8327,4272,18385,192,14113,306
MG,40045,BRASILÂNDIA DE MINAS,5725,2059,2447,10451,75,8004,145
MG,40053,ABRE CAMPO,4984,3207,2670,11174,100,8504,213
MG,40061,CAPITÃO ANDRADE,1636,1224,948,3919,35,2971,76
MG,40070,ACAIACA,1739,722,936,3484,23,2548,64
MG,40088,CARNEIRINHO,4040,2111,1281,7574,41,6293,101
MG,40096,AÇUCENA,3465,1898,2959,8667,122,5708,223
MG,40100,CATUJI,3301,1605,2144,7248,57,5104,141
MG,40118,ÁGUA BOA,5106,2063,4269,11824,79,7555,307
MG,40126,DIVISA ALEGRE,1908,1328,1509,4915,43,3406,127
MG,40134,ÁGUA COMPRIDA,820,732,488,2129,28,1641,61
MG,40142,DIVISÓPOLIS,3014,1339,1581,6118,39,4537,145
MG,40150,AGUANIL,1961,950,743,3802,50,3059,98
MG,40169,DURANDÉ,2971,1393,1510,6057,48,4547,135
MG,40177,ÁGUAS FORMOSAS,5679,3989,4496,14624,85,10128,375
MG,40185,ENTRE FOLHAS,2435,1467,1356,5417,42,4061,117
MG,40193,ÁGUAS VERMELHAS,4234,1881,3681,10106,60,6425,250
MG,40207,FERVEDOURO,4543,1630,1927,8355,71,6428,184
MG,40215,AIMORÉS,8240,5399,4352,18582,194,14230,397
MG,40223,FRANCISCÓPOLIS,2057,849,1771,4834,42,3063,115
MG,40231,AIURUOCA,1935,1743,1278,5158,45,3880,157
MG,40240,ICARAÍ DE MINAS,4268,1134,1931,7441,19,5510,89
MG,40258,ALAGOA,456,1372,503,2386,22,1883,33
MG,40266,IPABA,6917,2853,3073,13193,128,10120,222
MG,40274,ALBERTINA,367,1542,461,2455,14,1994,71
MG,40282,JAÍBA,13599,3237,5402,22895,174,17493,483
MG,40290,ALÉM PARAÍBA,13533,6840,6917,28266,265,21349,711
MG,40304,JAMPRUCA,2253,652,999,4035,32,3036,99
MG,40312,ALFENAS,19167,24145,11925,57167,690,45242,1240
MG,40320,JUATUBA,7123,6445,3286,17777,310,14491,613
MG,40339,ALMENARA,14884,4751,8672,29153,190,20481,656
MG,40347,LAGOA GRANDE,3010,2111,1383,6642,40,5259,98
MG,40355,ALPERCATA,3151,1453,1608,6393,46,4785,135
MG,40363,LIMEIRA DO OESTE,3222,1250,814,5414,43,4600,85
MG,40371,ALPINÓPOLIS,7344,4202,2810,14781,142,11971,283
MG,40380,LONTRA,4275,859,2423,7762,43,5339,162
MG,40398,ALTEROSA,4836,4356,1941,11381,84,9440,164
MG,40401,MAMONAS,3394,716,1455,5730,33,4275,132
MG,40410,ALTO RIO DOCE,4434,2347,3077,10127,74,7050,195
MG,40428,MATA VERDE,2567,1834,946,5550,24,4604,179
MG,40436,ALVARENGA,1831,1417,968,4287,15,3319,56
MG,40444,MATIAS CARDOSO,3481,833,1755,6231,32,4476,130
MG,40452,ALVINÓPOLIS,6771,2776,3127,13145,108,10018,363
MG,40460,MONTEZUMA,2846,851,1133,5064,39,3931,195
MG,40479,ALVORADA DE MINAS,1695,731,1223,3783,36,2560,98
MG,40487,NAQUE,2455,1178,1329,5120,62,3791,96
MG,40495,AMPARO DO SERRA,2440,828,1113,4543,52,3430,110
MG,40509,NOVO ORIENTE DE MINAS,3487,1650,3401,8870,59,5469,273
MG,40517,ANDRADAS,6784,15457,4836,28277,342,23441,858
MG,40525,PALMÓPOLIS,2193,1480,2343,6216,22,3873,178
MG,40533,CACHOEIRA DE PAJEÚ,3227,1394,1882,6726,44,4844,179
MG,40541,PEDRAS DE MARIA DA CRUZ,4378,595,2556,7681,29,5125,123
MG,40550,ANDRELÂNDIA,3462,3341,2460,9633,112,7173,258
MG,40568,PERIQUITO,2590,1646,1896,6274,53,4378,89
MG,40576,ANTÔNIO CARLOS,5247,1960,1770,9375,121,7605,277
MG,40584,PONTO DOS VOLANTES,3500,2009,2486,8256,58,5770,203
MG,40592,ANTÔNIO DIAS,3963,2205,2290,8772,108,6482,206
MG,40606,RIACHINHO,2657,914,1520,5218,29,3698,98
MG,40614,ANTÔNIO PRADO DE MINAS,683,642,358,1733,17,1375,33
MG,40622,ROSÁRIO DA LIMEIRA,2761,1050,905,4871,55,3966,100
MG,40630,ARAÇAÍ,758,1033,713,2596,21,1883,71
MG,40649,SANTA BÁRBARA DO LESTE,2856,2172,1618,6894,72,5276,176
MG,40657,ARACITABA,1018,503,578,2208,46,1630,63
MG,40665,SANTA RITA DE MINAS,2444,1803,1222,5668,48,4446,151
MG,40673,ARAÇUAÍ,10625,6955,9598,27790,132,18192,480
MG,40681,SANTANA DO PARAÍSO,7632,5011,3691,16965,217,13274,414
MG,40690,ARAGUARI,37850,27254,17176,85828,931,68652,2617
MG,40703,SÃO JOÃO DA LAGOA,2411,741,1154,4403,21,3249,76
MG,40711,ARANTINA,1457,570,563,2684,31,2121,63
MG,40720,SÃO JOÃO DO MANHUAÇU,4002,1994,1463,7672,56,6209,157
MG,40738,ARAPONGA,3597,894,1885,6572,53,4687,143
MG,40746,SÃO JOÃO DO MANTENINHA,2702,1122,1020,4946,39,3926,63
MG,40754,ARAPUÁ,889,1351,655,3023,41,2368,87
MG,40762,SÃO JOÃO DO PACUÍ,2172,429,929,3611,19,2682,62
MG,40770,ARAÚJOS,1372,3499,1089,6138,74,5049,104
MG,40789,SÃO JOSÉ DA LAPA,6332,6702,2780,16415,207,13635,394
MG,40797,ARAXÁ,27523,28519,14491,73369,817,58878,2019
MG,40800,SARZEDO,7219,6955,2673,17611,274,14938,490
MG,40819,ARCEBURGO,1594,3867,1148,6925,84,5777,232
MG,40827,SEM PEIXE,1406,653,1308,3470,41,2162,62
MG,40835,ARCOS,11982,11344,4915,29826,555,24911,1030
MG,40843,SENADOR AMARAL,1991,1796,679,4605,43,3926,96
MG,40851,AREADO,2540,6305,2234,11438,121,9204,238
MG,40860,UBAPORANGA,3427,3483,2691,9865,71,7174,193
MG,40878,ARGIRITA,1329,714,618,2743,22,2125,60
MG,40886,URUCUIA,3641,1025,1989,6771,30,4782,86
MG,40894,ARINOS,6254,2742,4175,13492,72,9317,249
MG,40908,VARGEM ALEGRE,2609,1542,2073,6394,44,4321,126
MG,40916,ASTOLFO DUTRA,5308,3123,1895,10647,113,8752,208
MG,40924,JOSENÓPOLIS,1567,543,1375,3599,15,2224,99
MG,40932,ATALÉIA,5808,1593,4013,11716,72,7703,230
MG,40940,JUVENÍLIA,2373,1059,1770,5315,22,3545,91
MG,40959,AUGUSTO DE LIMA,1757,1007,1448,4337,42,2889,83
MG,40967,LEME DO PRADO,1483,1027,1386,3978,19,2592,63
MG,40975,BAEPENDI,6282,5517,2895,15311,201,12416,416
MG,40983,LUISBURGO,2059,1929,1101,5208,38,4107,81
MG,40991,BALDIM,2530,2563,1447,6740,86,5293,114
MG,41009,LUISLÂNDIA,3308,442,1804,5677,24,3873,99
MG,41017,BAMBUÍ,7589,5842,4798,18778,161,13980,388
MG,41025,MÁRIO CAMPOS,3744,3824,1754,9800,164,8046,314
MG,41033,BANDEIRA,2191,679,1213,4244,28,3031,133
MG,41041,MARTINS SOARES,3123,1529,1399,6246,60,4847,135
MG,41050,BANDEIRA DO SUL,1669,2348,835,5009,61,4174,96
MG,41068,MIRAVÂNIA,1968,481,1345,3889,13,2544,82
MG,41076,BARÃO DE COCAIS,9306,8090,4078,22515,366,18437,675
MG,41084,MONTE FORMOSO,1460,930,1496,3992,16,2496,90
MG,41092,BARÃO DE MONTE ALTO,2795,1140,929,5010,32,4081,114
MG,41106,NATALÂNDIA,1655,483,701,2893,15,2192,39
MG,41114,BARBACENA,47436,26535,17250,96392,1109,79142,4062
MG,41122,NINHEIRA,3049,1625,2607,7605,84,4998,240
MG,41130,BARRA LONGA,2507,1309,1549,5502,39,3953,98
MG,41149,NOVA BELÉM,1557,1060,996,3711,31,2715,67
MG,41157,TRÊS MARIAS,8172,7844,5572,22398,254,16826,556
MG,41165,NOVA PORTEIRINHA,3986,833,1194,6152,44,4958,95
MG,41173,BARROSO,7794,4810,3093,16661,325,13568,639
MG,41181,NOVORIZONTE,1921,1109,1093,4281,48,3188,110
MG,41190,BELA VISTA DE MINAS,4357,1455,1198,7285,79,6087,196
MG,41203,OLHOS D'ÁGUA,2566,744,1407,4846,24,3439,105
MG,41211,BELMIRO BRAGA,1553,795,503,2929,14,2426,64
MG,41220,ORATÓRIOS,2276,856,961,4191,31,3230,67
MG,41238,BELO HORIZONTE,521813,939427,371781,1912443,21833,1540662,57589
MG,41246,ORIZÂNIA,3215,1252,1428,6020,23,4592,102
MG,41254,BELO ORIENTE,9375,3846,4447,18473,308,14026,497
MG,41262,PADRE CARVALHO,1911,1026,1702,4748,21,3046,88
MG,41270,BELO VALE,3285,2509,1678,7722,97,6044,153
MG,41289,PAI PEDRO,2814,463,1140,4581,36,3441,128
MG,41297,BERILO,3866,1722,3860,9700,60,5840,192
MG,41300,PATIS,2452,677,1202,4447,25,3245,91
MG,41319,BERTÓPOLIS,1477,923,1158,3689,23,2531,108
MG,41327,PEDRA BONITA,2625,1612,1204,5562,29,4358,92
MG,41335,BETIM,117153,91287,45331,267506,4108,222175,9627
MG,41343,PIEDADE DE CARATINGA,2754,1932,1460,6330,58,4870,126
MG,41351,BIAS FORTES,1675,813,928,3537,20,2609,101
MG,41360,PINGO D'ÁGUA,1893,881,1223,4113,20,2890,96
MG,41378,BICAS,4385,3725,2721,11367,109,8646,427
MG,41386,PINTÓPOLIS,3196,810,1892,6014,35,4122,81
MG,41394,BIQUINHAS,1039,956,761,2813,15,2052,42
MG,41408,PONTO CHIQUE,1827,568,1222,3699,17,2477,65
MG,41416,BOA ESPERANÇA,10548,12509,6880,30773,329,23893,507
MG,41424,REDUTO,2559,1510,1262,5465,36,4203,98
MG,41432,BOCAINA DE MINAS,1378,1894,1038,4496,49,3458,137
MG,41440,SANTA BÁRBARA DO MONTE VERDE,1523,912,814,3343,23,2529,71
MG,41459,BOCAIÚVA,18103,7106,8569,34760,300,26191,682
MG,41467,SANTA CRUZ DE MINAS,2213,2927,940,6394,102,5454,212
MG,41475,BOM DESPACHO,8134,19756,7252,36547,508,29295,897
MG,41483,SANTA CRUZ DE SALINAS,2326,478,1397,4332,21,2935,110
MG,41491,BOM JARDIM DE MINAS,2540,1577,1246,5573,57,4327,153
MG,41505,SANTA HELENA DE MINAS,2024,1247,1302,4703,18,3401,112
MG,41513,BOM JESUS DA PENHA,1098,1505,606,3304,34,2698,61
MG,41521,SANTO ANTÔNIO DO RETIRO,3121,609,1675,5631,45,3956,181
MG,41530,BOM JESUS DO AMPARO,2057,1515,659,4433,58,3774,144
MG,41548,SÃO DOMINGOS DAS DORES,2424,1560,1097,5190,42,4093,67
MG,41556,BOM JESUS DO GALHO,5381,3362,2392,11555,131,9163,289
MG,41564,SÃO FÉLIX DE MINAS,1235,1028,891,3226,19,2335,53
MG,41572,BOM REPOUSO,3529,3486,1081,8350,89,7269,165
MG,41580,SÃO GERALDO DO BAIXIO,1312,800,666,2851,17,2185,56
MG,41599,BOM SUCESSO,4909,6132,3493,15087,166,11594,387
MG,41602,SÃO JOÃO DAS MISSÕES,4668,1269,1976,8219,53,6243,253
MG,41610,BONFIM,2473,2259,1299,6389,119,5090,239
MG,41629,SÃO JOAQUIM DE BICAS,8286,4839,3842,17628,219,13786,442
MG,41637,BONFINÓPOLIS DE MINAS,1851,1502,1566,5025,38,3459,68
MG,41645,SÃO JOSÉ DA BARRA,2756,1630,1385,5970,67,4585,132
MG,41653,BORDA DA MATA,4132,6058,2320,12977,128,10657,339
MG,41661,ALTO CAPARAÓ,1320,1804,614,3853,43,3239,72
MG,41670,BOTELHOS,5777,3787,2680,12616,135,9936,237
MG,41688,ANGELÂNDIA,2420,1486,2159,6255,47,4096,143
MG,41696,BOTUMIRIM,2310,977,1711,5158,29,3447,131
MG,41700,ARICANDUVA,1886,927,1337,4286,21,2949,115
MG,41718,BRASÍLIA DE MINAS,13637,3961,7518,25880,209,18362,555
MG,41726,BERIZAL,1887,802,718,3512,17,2794,88
MG,41734,BRÁS PIRES,1424,1480,966,3983,37,3017,76
MG,41742,BONITO DE MINAS,3989,525,2317,7033,35,4716,167
MG,41750,BRAÚNAS,1781,952,1020,3918,56,2898,109
MG,41769,BUGRE,1757,1410,1141,4422,33,3281,81
MG,41777,BRAZÓPOLIS,3123,6606,2729,12809,101,10080,250
MG,41785,CABECEIRA GRANDE,1870,1771,1363,5138,61,3775,73
MG,41793,BRUMADINHO,8369,11601,4502,25702,330,21200,900
MG,41807,CAMPO AZUL,1851,563,1107,3604,19,2497,64
MG,41815,BUENO BRANDÃO,1941,4787,1664,8692,111,7028,189
MG,41823,CANTAGALO,1653,886,1132,3800,41,2668,88
MG,41831,BUENÓPOLIS,2807,2019,3298,8378,71,5080,183
MG,41840,CATAS ALTAS,1685,1796,773,4405,48,3632,103
MG,41858,BURITIS,6781,5683,4406,17277,124,12871,283
MG,41866,CATUTI,2265,537,1238,4179,26,2941,113
MG,41874,BURITIZEIRO,9509,3438,5946,19576,199,13630,484
MG,41882,CHAPADA GAÚCHA,4002,1370,1931,7499,40,5568,156
MG,41890,CABO VERDE,4363,3011,2197,9786,70,7589,145
MG,41904,CÔNEGO MARINHO,3397,601,1426,5577,40,4151,113
MG,41912,CACHOEIRA DA PRATA,1089,1603,567,3380,30,2813,91
MG,41920,CONFINS,1504,3007,782,5475,66,4693,116
MG,41939,CACHOEIRA DE MINAS,2344,4848,1464,8964,89,7500,219
MG,41947,CÓRREGO FUNDO,1869,2062,727,4928,94,4201,176
MG,41955,CACHOEIRA DOURADA,1063,446,503,2053,11,1550,30
MG,41963,CRISÓLITA,2030,1001,1293,4464,13,3171,127
MG,41971,CAETANÓPOLIS,2605,3418,1545,7950,98,6405,284
MG,41980,CUPARAQUE,1357,1525,1046,3992,16,2946,48
MG,41998,CAETÉ,10807,14172,6642,32936,380,26294,935
MG,42005,CURRAL DE DENTRO,2282,1692,1647,5806,33,4159,152
MG,42013,CAIANA,2131,746,659,3683,55,3024,92
MG,42021,DELTA,2578,1465,1102,5307,62,4205,100
MG,42030,CAJURI,2044,917,707,3827,45,3120,114
MG,42048,DOM BOSCO,1312,1031,805,3201,8,2396,45
MG,42056,CALDAS,3776,4609,1807,10537,93,8730,252
MG,42064,FREI LAGONEGRO,1580,708,908,3277,14,2369,67
MG,42072,CAMACHO,1135,1235,723,3180,31,2457,56
MG,42080,FRUTA DE LEITE,2246,674,2007,5089,23,3082,139
MG,42099,CAMANDUCAIA,4988,7546,3269,16426,230,13157,393
MG,42102,GAMELEIRAS,2295,718,1061,4193,16,3132,103
MG,42110,CAMBUÍ,5806,9946,3969,20656,251,16687,684
MG,42129,GLAUCILÂNDIA,1963,615,640,3272,18,2632,36
MG,42137,CAMBUQUIRA,2456,5158,2097,10056,85,7959,260
MG,42145,GOIABEIRA,1142,949,708,2864,19,2156,46
MG,42153,CAMPANÁRIO,1445,739,996,3270,32,2274,58
MG,42161,GOIANÁ,1569,1091,876,3685,35,2809,114
MG,42170,CAMPANHA,2528,6561,2407,11854,109,9447,249
MG,42188,GUARACIAMA,3182,719,1097,5109,27,4012,84
MG,42196,CAMPESTRE,4433,8237,2901,16167,238,13266,358
MG,42200,IBIRACATU,2640,988,1897,5699,36,3802,138
MG,42218,CAMPINA VERDE,5601,5760,3295,15058,115,11763,287
MG,42226,IMBÉ DE MINAS,2572,1426,1614,5738,24,4124,102
MG,42234,CAMPO BELO,16294,13373,8137,39400,542,31263,1054
MG,42242,INDAIABIRA,2412,1395,1955,5972,29,4017,181
MG,42250,CAMPO DO MEIO,4771,2361,2381,9812,122,7431,177
MG,42269,JAPONVAR,4176,767,2494,7657,54,5163,166
MG,42277,CAMPO FLORIDO,2349,1842,1072,5390,38,4318,89
MG,42285,JENIPAPO DE MINAS,1893,1269,2349,5658,32,3309,115
MG,42293,CAMPOS ALTOS,3260,3894,2842,10253,108,7411,149
MG,42307,JOSÉ GONÇALVES DE MINAS,1285,1086,1245,3719,26,2474,77
MG,42315,CAMPOS GERAIS,6890,8240,4669,20420,216,15751,405
MG,42323,JOSÉ RAYDAN,1726,858,1309,4016,26,2707,97
MG,42331,CANAÃ,2288,860,645,3935,44,3290,98
MG,42340,SÃO SEBASTIÃO DA VARGEM ALEGRE,1435,680,553,2785,38,2232,79
MG,42358,CANÁPOLIS,4464,2379,2329,9396,42,7067,182
MG,42366,SÃO SEBASTIÃO DO ANTA,2237,1344,1403,5106,40,3703,82
MG,42374,CANA VERDE,2616,1078,750,4599,54,3849,101
MG,42382,SERRANÓPOLIS DE MINAS,2139,609,844,3683,17,2839,74
MG,42390,CANDEIAS,4179,4545,2595,11877,202,9282,356
MG,42404,SETUBINHA,3859,1081,3027,8305,42,5278,296
MG,42412,CAPARAÓ,1924,1148,973,4206,51,3233,110
MG,42420,TAPARUBA,1413,1013,806,3301,23,2495,46
MG,42439,CAPELA NOVA,1716,1397,712,4054,102,3342,127
MG,42447,UNIÃO DE MINAS,1682,752,991,3487,25,2496,37
MG,42455,CAPELINHA,9798,7986,6784,25440,249,18656,623
MG,42463,URUANA DE MINAS,1345,814,915,3164,22,2249,68
MG,42471,CAPETINGA,2043,2191,1515,5909,51,4394,109
MG,42480,VARGEM GRANDE DO RIO PARDO,1590,1103,971,3792,19,2821,109
MG,42498,CAPIM BRANCO,2262,3490,1263,7303,97,6040,191
MG,42501,VARJÃO DE MINAS,2133,1898,1011,5192,46,4181,104
MG,42510,CAPINÓPOLIS,5572,3191,2212,11223,80,9011,168
MG,42528,VERDELÂNDIA,3550,787,1819,6305,39,4486,110
MG,42536,CAPITÃO ENÉAS,5732,2605,2968,11646,73,8678,268
MG,42544,VEREDINHA,2293,1029,1244,4702,37,3458,99
MG,42552,CAPITÓLIO,2792,2624,1524,7156,80,5632,136
MG,42560,VERMELHO NOVO,2054,1439,905,4548,48,3643,102
MG,42579,CAPUTIRA,3878,1703,1710,7593,116,5883,186
MG,42587,TOCOS DO MOJI,1793,1432,412,3727,28,3315,62
MG,42595,CARAÍ,6762,2143,5448,14868,76,9420,439
MG,42617,CARANAÍBA,1288,1056,502,2989,65,2487,78
MG,42633,CARANDAÍ,9401,5798,2758,19027,422,16269,648
MG,42650,CARANGOLA,12003,5642,6492,25057,227,18565,693
MG,42676,CARATINGA,23374,19657,15185,60521,627,45336,1678
MG,42692,CARBONITA,2933,2301,2301,7705,64,5404,106
MG,42714,CAREAÇU,1665,2223,906,4898,30,3992,74
MG,42730,CARLOS CHAGAS,5995,4606,5643,16704,130,11061,330
MG,42757,CARMÉSIA,817,657,597,2130,15,1533,44
MG,42773,CARMO DA CACHOEIRA,3855,3297,2111,9620,115,7509,242
MG,42790,CARMO DA MATA,3308,3979,1622,9259,115,7637,235
MG,42811,CARMO DE MINAS,3369,4181,1759,9612,111,7853,192
MG,42838,CARMO DO CAJURU,6421,6828,2708,16700,263,13992,480
MG,42854,CARMO DO PARANAÍBA,6716,8895,5257,21755,326,16498,561
MG,42870,CARMO DO RIO CLARO,5806,5924,3367,15514,129,12147,288
MG,42897,CARMÓPOLIS DE MINAS,4715,5289,2053,12555,151,10502,347
MG,42919,CARRANCAS,1097,1408,593,3200,34,2607,68
MG,42935,CARVALHÓPOLIS,1122,1379,575,3141,17,2566,48
MG,42951,CARVALHOS,1311,1510,891,3901,49,3010,140
MG,42978,CASA GRANDE,927,835,425,2307,48,1882,72
MG,42994,CASCALHO RICO,1282,816,646,2819,23,2173,52
MG,43010,CÁSSIA,5674,4822,3101,14063,106,10962,360
MG,43036,CONCEIÇÃO DA BARRA DE MINAS,1408,1418,494,3433,38,2939,75
MG,43052,CATAGUASES,30452,9897,10921,53253,501,42332,1482
MG,43079,CATAS ALTAS DA NORUEGA,1650,767,924,3445,33,2521,71
MG,43095,CAXAMBU,6955,5772,4554,17878,166,13324,431
MG,43117,CEDRO DO ABAETÉ,248,671,471,1416,12,945,14
MG,43133,CENTRAL DE MINAS,2882,1449,1461,5953,40,4492,121
MG,43150,CENTRALINA,3749,1560,1298,6794,57,5496,130
MG,43176,CHÁCARA,1370,740,470,2674,28,2204,66
MG,43192,CHALÉ,2492,1072,825,4542,60,3717,93
MG,43214,CHAPADA DO NORTE,4036,1473,4104,9928,63,5824,252
MG,43230,CHIADOR,1043,1196,720,3070,27,2350,84
MG,43257,CIPOTÂNEA,1724,1563,1992,5450,80,3458,91
MG,43273,CLARAVAL,979,2682,782,4529,23,3747,63
MG,43290,CLARO DOS POÇÕES,3419,2002,1951,7581,63,5630,146
MG,43311,CLÁUDIO,3019,12987,2874,19546,222,16672,444
MG,43338,COIMBRA,2696,1962,635,5660,118,5025,249
MG,43354,COLUNA,2902,1481,2244,6858,69,4614,162
MG,43370,COMENDADOR GOMES,1027,880,571,2533,15,1962,40
MG,43397,COMERCINHO,3321,1034,2343,6900,46,4557,156
MG,43419,CONCEIÇÃO DA APARECIDA,3563,2391,1718,7844,66,6126,106
